val_idx,subset
5711,Lug_Uga
5712,Lug_Uga
5714,Lug_Uga
5717,Lug_Uga
5720,Lug_Uga
5723,Lug_Uga
5725,Lug_Uga
5727,Lug_Uga
5728,Lug_Uga
5729,Lug_Uga
5732,Lug_Uga
5735,Lug_Uga
5737,Lug_Uga
5738,Lug_Uga
5739,Lug_Uga
5743,Lug_Uga
5746,Lug_Uga
5749,Lug_Uga
5751,Lug_Uga
5754,Lug_Uga
5755,Lug_Uga
5757,Lug_Uga
5761,Lug_Uga
5765,Lug_Uga
5767,Lug_Uga
5768,Lug_Uga
5769,Lug_Uga
5773,Lug_Uga
5775,Lug_Uga
5776,Lug_Uga
5777,Lug_Uga
5778,Lug_Uga
5782,Lug_Uga
5789,Lug_Uga
5792,Lug_Uga
5793,Lug_Uga
5797,Lug_Uga
5798,Lug_Uga
5799,Lug_Uga
5801,Lug_Uga
5802,Lug_Uga
5804,Lug_Uga
5805,Lug_Uga
5806,Lug_Uga
5808,Lug_Uga
5811,Lug_Uga
5812,Lug_Uga
5814,Lug_Uga
5817,Lug_Uga
5820,Lug_Uga
5826,Lug_Uga
5827,Lug_Uga
5830,Lug_Uga
5832,Lug_Uga
5833,Lug_Uga
5834,Lug_Uga
5837,Lug_Uga
5839,Lug_Uga
5842,Lug_Uga
5843,Lug_Uga
5846,Lug_Uga
5847,Lug_Uga
5851,Lug_Uga
5855,Lug_Uga
5857,Lug_Uga
5858,Lug_Uga
5860,Lug_Uga
5863,Lug_Uga
5864,Lug_Uga
5866,Lug_Uga
5867,Lug_Uga
5869,Lug_Uga
5870,Lug_Uga
5871,Lug_Uga
5874,Lug_Uga
5876,Lug_Uga
5878,Lug_Uga
5881,Lug_Uga
5884,Lug_Uga
5886,Lug_Uga
5887,Lug_Uga
5892,Lug_Uga
5893,Lug_Uga
5895,Lug_Uga
5898,Lug_Uga
5899,Lug_Uga
5900,Lug_Uga
5902,Lug_Uga
5904,Lug_Uga
5905,Lug_Uga
5907,Lug_Uga
5910,Lug_Uga
5917,Lug_Uga
5920,Lug_Uga
5924,Lug_Uga
5925,Lug_Uga
5926,Lug_Uga
5932,Lug_Uga
5933,Lug_Uga
5935,Lug_Uga
5940,Lug_Uga
5942,Lug_Uga
5943,Lug_Uga
5947,Lug_Uga
5949,Lug_Uga
5951,Lug_Uga
5953,Lug_Uga
5957,Lug_Uga
5958,Lug_Uga
5961,Lug_Uga
5962,Lug_Uga
5964,Lug_Uga
5966,Lug_Uga
5970,Lug_Uga
5972,Lug_Uga
5978,Lug_Uga
5980,Lug_Uga
5982,Lug_Uga
5985,Lug_Uga
5987,Lug_Uga
5990,Lug_Uga
5991,Lug_Uga
5992,Lug_Uga
5993,Lug_Uga
5994,Lug_Uga
5996,Lug_Uga
5997,Lug_Uga
5998,Lug_Uga
5999,Lug_Uga
6002,Lug_Uga
6003,Lug_Uga
6005,Lug_Uga
6007,Lug_Uga
6012,Lug_Uga
6015,Lug_Uga
6021,Lug_Uga
6022,Lug_Uga
6024,Lug_Uga
6026,Lug_Uga
6027,Lug_Uga
6029,Lug_Uga
6031,Lug_Uga
6032,Lug_Uga
6033,Lug_Uga
6037,Lug_Uga
6039,Lug_Uga
6040,Lug_Uga
6041,Lug_Uga
6042,Lug_Uga
6045,Lug_Uga
6046,Lug_Uga
6047,Lug_Uga
6048,Lug_Uga
6051,Lug_Uga
6052,Lug_Uga
6053,Lug_Uga
6054,Lug_Uga
6057,Lug_Uga
6058,Lug_Uga
6059,Lug_Uga
6061,Lug_Uga
6062,Lug_Uga
6063,Lug_Uga
6070,Lug_Uga
6073,Lug_Uga
6074,Lug_Uga
6076,Lug_Uga
6079,Lug_Uga
6082,Lug_Uga
6084,Lug_Uga
6086,Lug_Uga
6087,Lug_Uga
6092,Lug_Uga
6096,Lug_Uga
6098,Lug_Uga
6102,Lug_Uga
6104,Lug_Uga
6105,Lug_Uga
6108,Lug_Uga
6109,Lug_Uga
6110,Lug_Uga
6111,Lug_Uga
6112,Lug_Uga
6114,Lug_Uga
6116,Lug_Uga
6117,Lug_Uga
6118,Lug_Uga
6121,Lug_Uga
6123,Lug_Uga
6124,Lug_Uga
6127,Lug_Uga
6130,Lug_Uga
6132,Lug_Uga
6133,Lug_Uga
6134,Lug_Uga
6137,Lug_Uga
6138,Lug_Uga
6141,Lug_Uga
6143,Lug_Uga
6144,Lug_Uga
6145,Lug_Uga
6147,Lug_Uga
6148,Lug_Uga
6149,Lug_Uga
6151,Lug_Uga
6154,Lug_Uga
6155,Lug_Uga
6158,Lug_Uga
6160,Lug_Uga
6161,Lug_Uga
6163,Lug_Uga
6168,Swa_Ken
6172,Swa_Ken
6173,Swa_Ken
6179,Swa_Ken
6182,Swa_Ken
6183,Swa_Ken
6186,Swa_Ken
6187,Swa_Ken
6189,Swa_Ken
6196,Swa_Ken
6199,Swa_Ken
6202,Swa_Ken
6208,Swa_Ken
6213,Swa_Ken
6215,Swa_Ken
6217,Swa_Ken
6218,Swa_Ken
6219,Swa_Ken
6220,Swa_Ken
6223,Swa_Ken
6225,Swa_Ken
6232,Swa_Ken
6233,Swa_Ken
6238,Swa_Ken
6245,Swa_Ken
6250,Swa_Ken
6252,Swa_Ken
6257,Swa_Ken
6258,Swa_Ken
6262,Swa_Ken
6264,Swa_Ken
6268,Swa_Ken
6269,Swa_Ken
6270,Swa_Ken
6271,Swa_Ken
6278,Swa_Ken
6280,Swa_Ken
6281,Swa_Ken
6282,Swa_Ken
6288,Swa_Ken
6293,Swa_Ken
6295,Swa_Ken
6296,Swa_Ken
6297,Swa_Ken
6305,Swa_Ken
6306,Swa_Ken
6307,Swa_Ken
6312,Swa_Ken
6313,Swa_Ken
6320,Swa_Ken
6323,Swa_Ken
6327,Swa_Ken
6330,Swa_Ken
6331,Swa_Ken
6333,Swa_Ken
6339,Swa_Ken
6342,Swa_Ken
6347,Swa_Ken
6350,Swa_Ken
6353,Swa_Ken
6354,Swa_Ken
6356,Swa_Ken
6357,Swa_Ken
6359,Swa_Ken
6362,Swa_Ken
6366,Swa_Ken
6367,Swa_Ken
6368,Swa_Ken
6369,Swa_Ken
6370,Swa_Ken
6371,Swa_Ken
6373,Swa_Ken
6375,Swa_Ken
6376,Swa_Ken
6379,Swa_Ken
6382,Swa_Ken
6384,Swa_Ken
6385,Swa_Ken
6390,Swa_Ken
6401,Swa_Ken
6402,Swa_Ken
6404,Swa_Ken
6409,Swa_Ken
6411,Swa_Ken
6412,Swa_Ken
6415,Swa_Ken
6416,Swa_Ken
6421,Swa_Ken
6424,Swa_Ken
6434,Swa_Ken
6436,Swa_Ken
6439,Swa_Ken
6443,Swa_Ken
6447,Swa_Ken
6449,Swa_Ken
6451,Swa_Ken
6455,Swa_Ken
6456,Swa_Ken
6458,Swa_Ken
6462,Swa_Ken
6464,Swa_Ken
6469,Swa_Ken
6477,Swa_Ken
6482,Swa_Ken
6483,Swa_Ken
6486,Swa_Ken
6489,Swa_Ken
6490,Swa_Ken
6492,Swa_Ken
6493,Swa_Ken
6495,Swa_Ken
6498,Swa_Ken
6505,Swa_Ken
6507,Swa_Ken
6511,Swa_Ken
6512,Swa_Ken
6515,Swa_Ken
6516,Swa_Ken
6517,Swa_Ken
6518,Swa_Ken
6519,Swa_Ken
6522,Swa_Ken
6524,Swa_Ken
6528,Swa_Ken
6529,Swa_Ken
6531,Swa_Ken
6533,Swa_Ken
6537,Swa_Ken
6543,Swa_Ken
6545,Swa_Ken
6547,Swa_Ken
6550,Swa_Ken
6558,Swa_Ken
6559,Swa_Ken
6561,Swa_Ken
6565,Swa_Ken
6573,Swa_Ken
6574,Swa_Ken
6579,Swa_Ken
6580,Swa_Ken
6581,Swa_Ken
6585,Swa_Ken
6587,Swa_Ken
6588,Swa_Ken
6594,Swa_Ken
6604,Swa_Ken
6606,Swa_Ken
6614,Swa_Ken
6616,Swa_Ken
6623,Swa_Ken
6624,Swa_Ken
6625,Swa_Ken
6627,Swa_Ken
6630,Swa_Ken
6631,Swa_Ken
6632,Swa_Ken
6633,Swa_Ken
6635,Swa_Ken
6636,Swa_Ken
6637,Swa_Ken
6641,Swa_Ken
6643,Swa_Ken
6644,Swa_Ken
6645,Swa_Ken
6646,Swa_Ken
6650,Swa_Ken
6653,Swa_Ken
6659,Swa_Ken
6664,Swa_Ken
6666,Swa_Ken
6669,Swa_Ken
6670,Swa_Ken
6672,Swa_Ken
6673,Swa_Ken
6675,Swa_Ken
6676,Swa_Ken
6678,Swa_Ken
6682,Swa_Ken
6684,Swa_Ken
